vote_id,id,fecha,nombre,boletin
32407,32407,2020-01-02 13:34:49,"
                                Modifica la ley N° 21.131, que Establece pago a treinta días, para permitir que los contribuyentes del sector agropecuario emitan guías de despacho en soporte de papel",Boletín N°12836-03
32408,32408,2020-01-02 13:35:38,"
                                Modifica la ley N° 21.131, que Establece pago a treinta días, para permitir que los contribuyentes del sector agropecuario emitan guías de despacho en soporte de papel",Boletín N°12836-03
32419,32419,2020-01-07 13:03:10,"
                                Modifica la ley N° 18.290, de Tránsito, en lo tocante a la infracción consistente en estacionar en un espacio destinado a vehículos para personas con discapacidad, sin derecho a ello.",Boletín N°12071-15
32420,32420,2020-01-07 13:05:33,"
                                Establece normas para asegurar la conservación de humedales, y regula su manejo y afectación",Boletín N°11935-33
32421,32421,2020-01-07 13:07:02,"
                                Establece normas para asegurar la conservación de humedales, y regula su manejo y afectación",Boletín N°11935-33
32422,32422,2020-01-07 13:10:53,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32423,32423,2020-01-07 13:13:25,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32424,32424,2020-01-07 13:17:58,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32425,32425,2020-01-07 13:22:26,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32426,32426,2020-01-07 13:23:37,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32427,32427,2020-01-07 13:24:35,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32428,32428,2020-01-07 13:27:09,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32429,32429,2020-01-07 13:28:09,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32430,32430,2020-01-07 13:29:06,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32431,32431,2020-01-07 13:29:51,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32432,32432,2020-01-07 13:30:50,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32433,32433,2020-01-07 13:32:41,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32434,32434,2020-01-07 13:34:06,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32435,32435,2020-01-07 13:35:12,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32436,32436,2020-01-07 13:37:31,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32437,32437,2020-01-07 13:38:26,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32438,32438,2020-01-07 13:39:12,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32439,32439,2020-01-07 13:40:11,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32440,32440,2020-01-07 13:41:01,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32441,32441,2020-01-07 13:41:53,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32442,32442,2020-01-07 13:42:33,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32443,32443,2020-01-07 13:44:54,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32444,32444,2020-01-07 13:45:51,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32445,32445,2020-01-07 13:47:20,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32446,32446,2020-01-07 13:48:13,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32447,32447,2020-01-07 13:48:58,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32448,32448,2020-01-07 13:50:11,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32449,32449,2020-01-07 13:51:15,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32450,32450,2020-01-07 13:53:06,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32451,32451,2020-01-07 13:54:07,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32452,32452,2020-01-07 13:55:25,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32453,32453,2020-01-07 13:57:04,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32454,32454,2020-01-07 13:58:33,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32455,32455,2020-01-07 14:00:32,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32456,32456,2020-01-07 14:01:52,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32457,32457,2020-01-07 14:02:48,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32458,32458,2020-01-07 14:04:40,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32459,32459,2020-01-07 14:05:27,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32460,32460,2020-01-07 14:06:45,"
                                Modifica el sistema registral y notarial en sus aspectos orgánicos y funcionales",Boletín N°12092-07
32472,32472,2020-01-08 13:00:25,"
                                Modifica la ley N° 21.131, que Establece pago a treinta días, para permitir que los contribuyentes del sector agropecuario emitan guías de despacho en soporte de papel",Boletín N°12836-03
32484,32484,2020-01-09 12:57:46,"
                                Aprueba la Convención Multilateral para Aplicar las Medidas Relacionadas con los Tratados Fiscales para Prevenir la Erosión de las Bases Imponibles y el Traslado de Beneficios, hecha en París, Francia, el 24 de noviembre de 2016",Boletín N°12547-10
32487,32487,2020-01-09 13:07:50,"
                                Contempla diversas medidas tributarias y financieras destinadas a apoyar a las micro, pequeñas y medianas empresas",Boletín N°13116-03
32488,32488,2020-01-09 13:08:46,"
                                Contempla diversas medidas tributarias y financieras destinadas a apoyar a las micro, pequeñas y medianas empresas",Boletín N°13116-03
32489,32489,2020-01-09 13:09:38,"
                                Contempla diversas medidas tributarias y financieras destinadas a apoyar a las micro, pequeñas y medianas empresas",Boletín N°13116-03
32490,32490,2020-01-09 13:10:37,"
                                Contempla diversas medidas tributarias y financieras destinadas a apoyar a las micro, pequeñas y medianas empresas",Boletín N°13116-03
32505,32505,2020-01-14 13:01:22,"
                                Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República Federal de Alemania sobre Coproducción de Películas, suscrito de Berlín, Alemania, el 10 de octubre de 2018",Boletín N°12921-10
32532,32532,2020-01-16 13:13:41,"
                                Modifica la ley N°20.422, para incorporar un marco regulatorio aplicable a quienes se dedican al cuidado de personas con discapacidad",Boletín N°12239-31
32533,32533,2020-01-16 13:15:27,"
                                Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica",Boletín N°13090-25
32534,32534,2020-01-16 13:16:11,"
                                Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica",Boletín N°13090-25
32535,32535,2020-01-16 13:17:00,"
                                Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica",Boletín N°13090-25
32536,32536,2020-01-16 13:17:57,"
                                Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica",Boletín N°13090-25
32537,32537,2020-01-16 13:18:49,"
                                Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica",Boletín N°13090-25
32538,32538,2020-01-16 13:19:43,"
                                Modifica el Código Penal para tipificar como delito la alteración de la paz pública mediante la ejecución de actos de violencia, y agrava las penas aplicables, en las circunstancias que indica",Boletín N°13090-25
32547,32547,2020-01-21 13:29:39,"
                                Modifica el Código Penal en materia de determinación de las penas, respecto de quienes se valgan de menores en la perpetración de un delito",Boletín N°12658-07
32548,32548,2020-01-21 13:32:03,"
                                Modifica la Carta Fundamental para restablecer el voto obligatorio en elecciones populares, con la excepción que indica",Boletín N°13028-06
32549,32549,2020-01-21 13:33:04,"
                                Modifica la Carta Fundamental para restablecer el voto obligatorio en elecciones populares, con la excepción que indica",Boletín N°13028-06
32557,32557,2020-01-22 16:39:48,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32558,32558,2020-01-22 16:40:54,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32559,32559,2020-01-22 16:42:05,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32560,32560,2020-01-22 16:42:52,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32561,32561,2020-01-22 16:43:43,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32562,32562,2020-01-22 16:44:30,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32563,32563,2020-01-22 16:45:26,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32564,32564,2020-01-22 16:46:20,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32565,32565,2020-01-22 16:47:18,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32566,32566,2020-01-22 16:48:54,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32567,32567,2020-01-22 16:49:54,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32568,32568,2020-01-22 16:50:55,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32569,32569,2020-01-22 16:51:46,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32586,32586,2020-01-29 13:02:58,"
                                Moderniza la legislación tributaria",Boletín N°12043-05
32587,32587,2020-01-29 19:11:00,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32588,32588,2020-01-29 19:13:34,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32589,32589,2020-01-29 19:18:58,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32590,32590,2020-01-29 19:22:38,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32591,32591,2020-01-29 19:24:44,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32592,32592,2020-01-29 19:25:46,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32593,32593,2020-01-29 19:26:49,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32594,32594,2020-01-29 19:27:47,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32595,32595,2020-01-29 19:28:56,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32596,32596,2020-01-29 19:29:56,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32597,32597,2020-01-29 19:30:56,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32598,32598,2020-01-29 19:31:53,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32599,32599,2020-01-29 19:32:50,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32600,32600,2020-01-29 19:33:46,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32601,32601,2020-01-29 19:34:48,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32602,32602,2020-01-29 19:35:56,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32603,32603,2020-01-29 19:36:46,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32604,32604,2020-01-29 19:37:55,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32605,32605,2020-01-29 19:38:53,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32606,32606,2020-01-29 19:39:57,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32607,32607,2020-01-29 19:40:49,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32608,32608,2020-01-29 19:41:45,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32609,32609,2020-01-29 19:42:42,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32610,32610,2020-01-29 19:43:43,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32611,32611,2020-01-29 19:44:44,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32612,32612,2020-01-29 19:45:37,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32613,32613,2020-01-29 19:46:37,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32614,32614,2020-01-29 19:47:30,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32615,32615,2020-01-29 19:48:36,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32616,32616,2020-01-29 19:49:36,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32617,32617,2020-01-29 19:51:10,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32618,32618,2020-01-29 19:52:04,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32619,32619,2020-01-29 19:52:52,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32620,32620,2020-01-29 19:53:46,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32621,32621,2020-01-29 19:54:43,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32622,32622,2020-01-29 19:55:37,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32623,32623,2020-01-29 19:56:25,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32624,32624,2020-01-29 19:57:19,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32625,32625,2020-01-29 19:58:14,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32626,32626,2020-01-29 19:58:58,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32627,32627,2020-01-29 19:59:46,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32628,32628,2020-01-29 20:00:29,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32629,32629,2020-01-29 20:01:15,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32630,32630,2020-01-29 20:02:03,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32631,32631,2020-01-29 20:02:53,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32632,32632,2020-01-29 20:04:28,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32633,32633,2020-01-29 20:05:19,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32634,32634,2020-01-29 20:06:27,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32635,32635,2020-01-29 20:08:47,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32636,32636,2020-01-29 20:09:37,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32637,32637,2020-01-29 20:10:49,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32638,32638,2020-01-29 20:11:58,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32639,32639,2020-01-29 20:12:54,"
                                Mejora pensiones del sistema de pensiones solidarias y del sistema de pensiones de capitalización individual, crea nuevos beneficios de pensión para la clase media y las mujeres, crea un subsidio y seguro de dependencia, e introduce modificaciones en los cuerpos legales que indica",Boletín N°12212-13
32644,32644,2020-01-30 13:40:48,"
                                Modifica el Código Penal en materia de tipificación del femicidio y de otros delitos contra las mujeres",Boletín N°11970-34
32645,32645,2020-01-30 13:42:38,"
                                Modifica la ley N°18.290, de Tránsito, para delimitar la infracción que consiste en circular un vehículo sin dispositivo electrónico de pago de peajes o tarifas",Boletín N°12942-15
